hl_id,hl_headline,hl_party_nor,hl_valance,hl_opinion,hl_direction,hl_valance_direction,hl_direction_wording,hl_party
413,Høyre-profil lanserer forslag om flere privatskoler i Norge,Høyre,neutral,allow_priv,agree,lanserer,flere,h
414,Frp-profil lanserer forslag om flere privatskoler i Norge,Frp,neutral,allow_priv,agree,lanserer,flere,frp
415,Rødt-profil møter proteststorm for forslag om flere privatskoler i Norge,Rødt,negative,allow_priv,agree,møter proteststorm for,flere,rodt
416,Sv-profil møter proteststorm for forslag om flere privatskoler i Norge,Sv,negative,allow_priv,agree,møter proteststorm for,flere,sv
417,Ap-profil møter proteststorm for forslag om flere privatskoler i Norge,Ap,negative,allow_priv,agree,møter proteststorm for,flere,ap
418,Sp-profil møter proteststorm for forslag om flere privatskoler i Norge,Sp,negative,allow_priv,agree,møter proteststorm for,flere,sp
419,Mdg-profil møter proteststorm for forslag om flere privatskoler i Norge,Mdg,negative,allow_priv,agree,møter proteststorm for,flere,mdg
420,Venstre-profil møter proteststorm for forslag om flere privatskoler i Norge,Venstre,negative,allow_priv,agree,møter proteststorm for,flere,v
421,Krf-profil møter proteststorm for forslag om flere privatskoler i Norge,Krf,negative,allow_priv,agree,møter proteststorm for,flere,krf
422,Høyre-profil møter proteststorm for forslag om flere privatskoler i Norge,Høyre,negative,allow_priv,agree,møter proteststorm for,flere,h
423,Frp-profil møter proteststorm for forslag om flere privatskoler i Norge,Frp,negative,allow_priv,agree,møter proteststorm for,flere,frp
424,Rødt-profil møter begeistring for forslag om flere privatskoler i Norge,Rødt,positive,allow_priv,agree,møter begeistring for,flere,rodt
425,Sv-profil møter begeistring for forslag om flere privatskoler i Norge,Sv,positive,allow_priv,agree,møter begeistring for,flere,sv
426,Ap-profil møter begeistring for forslag om flere privatskoler i Norge,Ap,positive,allow_priv,agree,møter begeistring for,flere,ap
427,Sp-profil møter begeistring for forslag om flere privatskoler i Norge,Sp,positive,allow_priv,agree,møter begeistring for,flere,sp
428,Mdg-profil møter begeistring for forslag om flere privatskoler i Norge,Mdg,positive,allow_priv,agree,møter begeistring for,flere,mdg
429,Venstre-profil møter begeistring for forslag om flere privatskoler i Norge,Venstre,positive,allow_priv,agree,møter begeistring for,flere,v
430,Krf-profil møter begeistring for forslag om flere privatskoler i Norge,Krf,positive,allow_priv,agree,møter begeistring for,flere,krf
431,Høyre-profil møter begeistring for forslag om flere privatskoler i Norge,Høyre,positive,allow_priv,agree,møter begeistring for,flere,h
432,Frp-profil møter begeistring for forslag om flere privatskoler i Norge,Frp,positive,allow_priv,agree,møter begeistring for,flere,frp
433,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Rødt-politiker forklarer nærmere",Rødt,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,rodt
434,"Foreslår å privatisere eldreomsorgen, ansvarlig Rødt-politiker forklarer nærmere",Rødt,neutral,priv_better,agree,forklarer nærmere,privatisere,rodt
435,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Sv-politiker forklarer nærmere",Sv,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,sv
436,"Foreslår å privatisere eldreomsorgen, ansvarlig Sv-politiker forklarer nærmere",Sv,neutral,priv_better,agree,forklarer nærmere,privatisere,sv
437,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Ap-politiker forklarer nærmere",Ap,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,ap
438,"Foreslår å privatisere eldreomsorgen, ansvarlig Ap-politiker forklarer nærmere",Ap,neutral,priv_better,agree,forklarer nærmere,privatisere,ap
439,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Sp-politiker forklarer nærmere",Sp,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,sp
440,"Foreslår å privatisere eldreomsorgen, ansvarlig Sp-politiker forklarer nærmere",Sp,neutral,priv_better,agree,forklarer nærmere,privatisere,sp
441,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Mdg-politiker forklarer nærmere",Mdg,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,mdg
442,"Foreslår å privatisere eldreomsorgen, ansvarlig Mdg-politiker forklarer nærmere",Mdg,neutral,priv_better,agree,forklarer nærmere,privatisere,mdg
443,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Venstre-politiker forklarer nærmere",Venstre,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,v
444,"Foreslår å privatisere eldreomsorgen, ansvarlig Venstre-politiker forklarer nærmere",Venstre,neutral,priv_better,agree,forklarer nærmere,privatisere,v
445,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Krf-politiker forklarer nærmere",Krf,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,krf
446,"Foreslår å privatisere eldreomsorgen, ansvarlig Krf-politiker forklarer nærmere",Krf,neutral,priv_better,agree,forklarer nærmere,privatisere,krf
447,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Høyre-politiker forklarer nærmere",Høyre,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,h
448,"Foreslår å privatisere eldreomsorgen, ansvarlig Høyre-politiker forklarer nærmere",Høyre,neutral,priv_better,agree,forklarer nærmere,privatisere,h
449,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Frp-politiker forklarer nærmere",Frp,neutral,priv_better,disagree,forklarer nærmere,la kommunen ta seg av,frp
450,"Foreslår å privatisere eldreomsorgen, ansvarlig Frp-politiker forklarer nærmere",Frp,neutral,priv_better,agree,forklarer nærmere,privatisere,frp
451,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Rødt-politiker refses",Rødt,negative,priv_better,disagree,refses,la kommunen ta seg av,rodt
452,"Foreslår å privatisere eldreomsorgen, ansvarlig Rødt-politiker refses",Rødt,negative,priv_better,agree,refses,privatisere,rodt
453,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Sv-politiker refses",Sv,negative,priv_better,disagree,refses,la kommunen ta seg av,sv
454,"Foreslår å privatisere eldreomsorgen, ansvarlig Sv-politiker refses",Sv,negative,priv_better,agree,refses,privatisere,sv
455,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Ap-politiker refses",Ap,negative,priv_better,disagree,refses,la kommunen ta seg av,ap
456,"Foreslår å privatisere eldreomsorgen, ansvarlig Ap-politiker refses",Ap,negative,priv_better,agree,refses,privatisere,ap
457,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Sp-politiker refses",Sp,negative,priv_better,disagree,refses,la kommunen ta seg av,sp
458,"Foreslår å privatisere eldreomsorgen, ansvarlig Sp-politiker refses",Sp,negative,priv_better,agree,refses,privatisere,sp
459,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Mdg-politiker refses",Mdg,negative,priv_better,disagree,refses,la kommunen ta seg av,mdg
460,"Foreslår å privatisere eldreomsorgen, ansvarlig Mdg-politiker refses",Mdg,negative,priv_better,agree,refses,privatisere,mdg
461,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Venstre-politiker refses",Venstre,negative,priv_better,disagree,refses,la kommunen ta seg av,v
462,"Foreslår å privatisere eldreomsorgen, ansvarlig Venstre-politiker refses",Venstre,negative,priv_better,agree,refses,privatisere,v
463,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Krf-politiker refses",Krf,negative,priv_better,disagree,refses,la kommunen ta seg av,krf
464,"Foreslår å privatisere eldreomsorgen, ansvarlig Krf-politiker refses",Krf,negative,priv_better,agree,refses,privatisere,krf
465,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Høyre-politiker refses",Høyre,negative,priv_better,disagree,refses,la kommunen ta seg av,h
466,"Foreslår å privatisere eldreomsorgen, ansvarlig Høyre-politiker refses",Høyre,negative,priv_better,agree,refses,privatisere,h
467,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Frp-politiker refses",Frp,negative,priv_better,disagree,refses,la kommunen ta seg av,frp
468,"Foreslår å privatisere eldreomsorgen, ansvarlig Frp-politiker refses",Frp,negative,priv_better,agree,refses,privatisere,frp
469,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Rødt-politiker roses",Rødt,positive,priv_better,disagree,roses,la kommunen ta seg av,rodt
470,"Foreslår å privatisere eldreomsorgen, ansvarlig Rødt-politiker roses",Rødt,positive,priv_better,agree,roses,privatisere,rodt
471,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Sv-politiker roses",Sv,positive,priv_better,disagree,roses,la kommunen ta seg av,sv
472,"Foreslår å privatisere eldreomsorgen, ansvarlig Sv-politiker roses",Sv,positive,priv_better,agree,roses,privatisere,sv
473,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Ap-politiker roses",Ap,positive,priv_better,disagree,roses,la kommunen ta seg av,ap
474,"Foreslår å privatisere eldreomsorgen, ansvarlig Ap-politiker roses",Ap,positive,priv_better,agree,roses,privatisere,ap
475,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Sp-politiker roses",Sp,positive,priv_better,disagree,roses,la kommunen ta seg av,sp
476,"Foreslår å privatisere eldreomsorgen, ansvarlig Sp-politiker roses",Sp,positive,priv_better,agree,roses,privatisere,sp
477,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Mdg-politiker roses",Mdg,positive,priv_better,disagree,roses,la kommunen ta seg av,mdg
478,"Foreslår å privatisere eldreomsorgen, ansvarlig Mdg-politiker roses",Mdg,positive,priv_better,agree,roses,privatisere,mdg
479,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Venstre-politiker roses",Venstre,positive,priv_better,disagree,roses,la kommunen ta seg av,v
480,"Foreslår å privatisere eldreomsorgen, ansvarlig Venstre-politiker roses",Venstre,positive,priv_better,agree,roses,privatisere,v
481,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Krf-politiker roses",Krf,positive,priv_better,disagree,roses,la kommunen ta seg av,krf
482,"Foreslår å privatisere eldreomsorgen, ansvarlig Krf-politiker roses",Krf,positive,priv_better,agree,roses,privatisere,krf
483,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Høyre-politiker roses",Høyre,positive,priv_better,disagree,roses,la kommunen ta seg av,h
484,"Foreslår å privatisere eldreomsorgen, ansvarlig Høyre-politiker roses",Høyre,positive,priv_better,agree,roses,privatisere,h
485,"Foreslår å la kommunen ta seg av eldreomsorgen, ansvarlig Frp-politiker roses",Frp,positive,priv_better,disagree,roses,la kommunen ta seg av,frp
486,"Foreslår å privatisere eldreomsorgen, ansvarlig Frp-politiker roses",Frp,positive,priv_better,agree,roses,privatisere,frp
487,Rødt-politiker presenterer forslag: vil nekte privatisering av NSB,Rødt,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,rodt
488,Sv-politiker presenterer forslag: vil nekte privatisering av NSB,Sv,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,sv
489,Ap-politiker presenterer forslag: vil nekte privatisering av NSB,Ap,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,ap
490,Sp-politiker presenterer forslag: vil nekte privatisering av NSB,Sp,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,sp
491,Mdg-politiker presenterer forslag: vil nekte privatisering av NSB,Mdg,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,mdg
492,Venstre-politiker presenterer forslag: vil nekte privatisering av NSB,Venstre,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,v
493,Krf-politiker presenterer forslag: vil nekte privatisering av NSB,Krf,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,krf
494,Høyre-politiker presenterer forslag: vil nekte privatisering av NSB,Høyre,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,h
495,Frp-politiker presenterer forslag: vil nekte privatisering av NSB,Frp,neutral,priv_better,disagree,presenterer,vil nekte privatisering av,frp
496,Rødt-politiker får pepper for forslag: vil nekte privatisering av NSB,Rødt,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,rodt
497,Sv-politiker får pepper for forslag: vil nekte privatisering av NSB,Sv,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,sv
498,Ap-politiker får pepper for forslag: vil nekte privatisering av NSB,Ap,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,ap
499,Sp-politiker får pepper for forslag: vil nekte privatisering av NSB,Sp,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,sp
500,Mdg-politiker får pepper for forslag: vil nekte privatisering av NSB,Mdg,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,mdg
501,Venstre-politiker får pepper for forslag: vil nekte privatisering av NSB,Venstre,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,v
502,Krf-politiker får pepper for forslag: vil nekte privatisering av NSB,Krf,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,krf
503,Høyre-politiker får pepper for forslag: vil nekte privatisering av NSB,Høyre,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,h
504,Frp-politiker får pepper for forslag: vil nekte privatisering av NSB,Frp,negative,priv_better,disagree,får pepper for,vil nekte privatisering av,frp
505,Rødt-politiker får skryt for forslag: vil nekte privatisering av NSB,Rødt,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,rodt
506,Sv-politiker får skryt for forslag: vil nekte privatisering av NSB,Sv,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,sv
507,Ap-politiker får skryt for forslag: vil nekte privatisering av NSB,Ap,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,ap
508,Sp-politiker får skryt for forslag: vil nekte privatisering av NSB,Sp,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,sp
509,Mdg-politiker får skryt for forslag: vil nekte privatisering av NSB,Mdg,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,mdg
510,Venstre-politiker får skryt for forslag: vil nekte privatisering av NSB,Venstre,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,v
511,Krf-politiker får skryt for forslag: vil nekte privatisering av NSB,Krf,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,krf
512,Høyre-politiker får skryt for forslag: vil nekte privatisering av NSB,Høyre,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,h
513,Frp-politiker får skryt for forslag: vil nekte privatisering av NSB,Frp,positive,priv_better,disagree,får skryt for,vil nekte privatisering av,frp
514,Rødt-politiker presenterer forslag: vil privatisere NSB,Rødt,neutral,priv_better,agree,presenterer,vil privatisere,rodt
515,Sv-politiker presenterer forslag: vil privatisere NSB,Sv,neutral,priv_better,agree,presenterer,vil privatisere,sv
516,Ap-politiker presenterer forslag: vil privatisere NSB,Ap,neutral,priv_better,agree,presenterer,vil privatisere,ap
517,Sp-politiker presenterer forslag: vil privatisere NSB,Sp,neutral,priv_better,agree,presenterer,vil privatisere,sp
518,Mdg-politiker presenterer forslag: vil privatisere NSB,Mdg,neutral,priv_better,agree,presenterer,vil privatisere,mdg
519,Venstre-politiker presenterer forslag: vil privatisere NSB,Venstre,neutral,priv_better,agree,presenterer,vil privatisere,v
520,Krf-politiker presenterer forslag: vil privatisere NSB,Krf,neutral,priv_better,agree,presenterer,vil privatisere,krf
521,Høyre-politiker presenterer forslag: vil privatisere NSB,Høyre,neutral,priv_better,agree,presenterer,vil privatisere,h
522,Frp-politiker presenterer forslag: vil privatisere NSB,Frp,neutral,priv_better,agree,presenterer,vil privatisere,frp
523,Rødt-politiker får pepper for forslag: vil privatisere NSB,Rødt,negative,priv_better,agree,får pepper for,vil privatisere,rodt
524,Sv-politiker får pepper for forslag: vil privatisere NSB,Sv,negative,priv_better,agree,får pepper for,vil privatisere,sv
525,Ap-politiker får pepper for forslag: vil privatisere NSB,Ap,negative,priv_better,agree,får pepper for,vil privatisere,ap
526,Sp-politiker får pepper for forslag: vil privatisere NSB,Sp,negative,priv_better,agree,får pepper for,vil privatisere,sp
527,Mdg-politiker får pepper for forslag: vil privatisere NSB,Mdg,negative,priv_better,agree,får pepper for,vil privatisere,mdg
528,Venstre-politiker får pepper for forslag: vil privatisere NSB,Venstre,negative,priv_better,agree,får pepper for,vil privatisere,v
529,Krf-politiker får pepper for forslag: vil privatisere NSB,Krf,negative,priv_better,agree,får pepper for,vil privatisere,krf
530,Høyre-politiker får pepper for forslag: vil privatisere NSB,Høyre,negative,priv_better,agree,får pepper for,vil privatisere,h
531,Frp-politiker får pepper for forslag: vil privatisere NSB,Frp,negative,priv_better,agree,får pepper for,vil privatisere,frp
532,Rødt-politiker får skryt for forslag: vil privatisere NSB,Rødt,positive,priv_better,agree,får skryt for,vil privatisere,rodt
533,Sv-politiker får skryt for forslag: vil privatisere NSB,Sv,positive,priv_better,agree,får skryt for,vil privatisere,sv
534,Ap-politiker får skryt for forslag: vil privatisere NSB,Ap,positive,priv_better,agree,får skryt for,vil privatisere,ap
535,Sp-politiker får skryt for forslag: vil privatisere NSB,Sp,positive,priv_better,agree,får skryt for,vil privatisere,sp
536,Mdg-politiker får skryt for forslag: vil privatisere NSB,Mdg,positive,priv_better,agree,får skryt for,vil privatisere,mdg
537,Venstre-politiker får skryt for forslag: vil privatisere NSB,Venstre,positive,priv_better,agree,får skryt for,vil privatisere,v
538,Krf-politiker får skryt for forslag: vil privatisere NSB,Krf,positive,priv_better,agree,får skryt for,vil privatisere,krf
539,Høyre-politiker får skryt for forslag: vil privatisere NSB,Høyre,positive,priv_better,agree,får skryt for,vil privatisere,h
540,Frp-politiker får skryt for forslag: vil privatisere NSB,Frp,positive,priv_better,agree,får skryt for,vil privatisere,frp
541,Rødt-topp kjemper for oljeboring i Lofoten,Rødt,neutral,not_allow_love,disagree,,for,rodt
542,Sv-topp kjemper for oljeboring i Lofoten,Sv,neutral,not_allow_love,disagree,,for,sv
543,Ap-topp kjemper for oljeboring i Lofoten,Ap,neutral,not_allow_love,disagree,,for,ap
544,Sp-topp kjemper for oljeboring i Lofoten,Sp,neutral,not_allow_love,disagree,,for,sp
545,Mdg-topp kjemper for oljeboring i Lofoten,Mdg,neutral,not_allow_love,disagree,,for,mdg
546,Venstre-topp kjemper for oljeboring i Lofoten,Venstre,neutral,not_allow_love,disagree,,for,v
547,Krf-topp kjemper for oljeboring i Lofoten,Krf,neutral,not_allow_love,disagree,,for,krf
548,Høyre-topp kjemper for oljeboring i Lofoten,Høyre,neutral,not_allow_love,disagree,,for,h
549,Frp-topp kjemper for oljeboring i Lofoten,Frp,neutral,not_allow_love,disagree,,for,frp
550,Rødt-topp kjemper mot oljeboring i Lofoten,Rødt,neutral,not_allow_love,agree,,mot,rodt
551,Sv-topp kjemper mot oljeboring i Lofoten,Sv,neutral,not_allow_love,agree,,mot,sv
552,Ap-topp kjemper mot oljeboring i Lofoten,Ap,neutral,not_allow_love,agree,,mot,ap
553,Sp-topp kjemper mot oljeboring i Lofoten,Sp,neutral,not_allow_love,agree,,mot,sp
554,Mdg-topp kjemper mot oljeboring i Lofoten,Mdg,neutral,not_allow_love,agree,,mot,mdg
555,Venstre-topp kjemper mot oljeboring i Lofoten,Venstre,neutral,not_allow_love,agree,,mot,v
556,Krf-topp kjemper mot oljeboring i Lofoten,Krf,neutral,not_allow_love,agree,,mot,krf
557,Høyre-topp kjemper mot oljeboring i Lofoten,Høyre,neutral,not_allow_love,agree,,mot,h
558,Frp-topp kjemper mot oljeboring i Lofoten,Frp,neutral,not_allow_love,agree,,mot,frp
559,Rødt-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Rødt,negative,not_allow_love,disagree, - møter massiv motstand,for,rodt
560,Sv-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Sv,negative,not_allow_love,disagree, - møter massiv motstand,for,sv
561,Ap-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Ap,negative,not_allow_love,disagree, - møter massiv motstand,for,ap
562,Sp-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Sp,negative,not_allow_love,disagree, - møter massiv motstand,for,sp
563,Mdg-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Mdg,negative,not_allow_love,disagree, - møter massiv motstand,for,mdg
564,Venstre-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Venstre,negative,not_allow_love,disagree, - møter massiv motstand,for,v
565,Krf-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Krf,negative,not_allow_love,disagree, - møter massiv motstand,for,krf
566,Høyre-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Høyre,negative,not_allow_love,disagree, - møter massiv motstand,for,h
567,Frp-topp kjemper for oljeboring i Lofoten - møter massiv motstand,Frp,negative,not_allow_love,disagree, - møter massiv motstand,for,frp
568,Rødt-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Rødt,negative,not_allow_love,agree, - møter massiv motstand,mot,rodt
569,Sv-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Sv,negative,not_allow_love,agree, - møter massiv motstand,mot,sv
570,Ap-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Ap,negative,not_allow_love,agree, - møter massiv motstand,mot,ap
571,Sp-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Sp,negative,not_allow_love,agree, - møter massiv motstand,mot,sp
572,Mdg-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Mdg,negative,not_allow_love,agree, - møter massiv motstand,mot,mdg
573,Venstre-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Venstre,negative,not_allow_love,agree, - møter massiv motstand,mot,v
574,Krf-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Krf,negative,not_allow_love,agree, - møter massiv motstand,mot,krf
575,Høyre-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Høyre,negative,not_allow_love,agree, - møter massiv motstand,mot,h
576,Frp-topp kjemper mot oljeboring i Lofoten - møter massiv motstand,Frp,negative,not_allow_love,agree, - møter massiv motstand,mot,frp
577,Rødt-topp kjemper for oljeboring i Lofoten - får massiv støtte,Rødt,positive,not_allow_love,disagree, - får massiv støtte,for,rodt
578,Sv-topp kjemper for oljeboring i Lofoten - får massiv støtte,Sv,positive,not_allow_love,disagree, - får massiv støtte,for,sv
579,Ap-topp kjemper for oljeboring i Lofoten - får massiv støtte,Ap,positive,not_allow_love,disagree, - får massiv støtte,for,ap
580,Sp-topp kjemper for oljeboring i Lofoten - får massiv støtte,Sp,positive,not_allow_love,disagree, - får massiv støtte,for,sp
581,Mdg-topp kjemper for oljeboring i Lofoten - får massiv støtte,Mdg,positive,not_allow_love,disagree, - får massiv støtte,for,mdg
582,Venstre-topp kjemper for oljeboring i Lofoten - får massiv støtte,Venstre,positive,not_allow_love,disagree, - får massiv støtte,for,v
583,Krf-topp kjemper for oljeboring i Lofoten - får massiv støtte,Krf,positive,not_allow_love,disagree, - får massiv støtte,for,krf
584,Høyre-topp kjemper for oljeboring i Lofoten - får massiv støtte,Høyre,positive,not_allow_love,disagree, - får massiv støtte,for,h
585,Frp-topp kjemper for oljeboring i Lofoten - får massiv støtte,Frp,positive,not_allow_love,disagree, - får massiv støtte,for,frp
586,Rødt-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Rødt,positive,not_allow_love,agree, - får massiv støtte,mot,rodt
587,Sv-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Sv,positive,not_allow_love,agree, - får massiv støtte,mot,sv
588,Ap-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Ap,positive,not_allow_love,agree, - får massiv støtte,mot,ap
589,Sp-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Sp,positive,not_allow_love,agree, - får massiv støtte,mot,sp
590,Mdg-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Mdg,positive,not_allow_love,agree, - får massiv støtte,mot,mdg
591,Venstre-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Venstre,positive,not_allow_love,agree, - får massiv støtte,mot,v
592,Krf-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Krf,positive,not_allow_love,agree, - får massiv støtte,mot,krf
593,Høyre-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Høyre,positive,not_allow_love,agree, - får massiv støtte,mot,h
594,Frp-topp kjemper mot oljeboring i Lofoten - får massiv støtte,Frp,positive,not_allow_love,agree, - får massiv støtte,mot,frp
595,Rødt-profil på twitter: vil åpne for oljeboring i Nord,Rødt,neutral,not_allow_love,disagree,på twitter:,åpne for,rodt
596,Sv-profil på twitter: vil åpne for oljeboring i Nord,Sv,neutral,not_allow_love,disagree,på twitter:,åpne for,sv
597,Ap-profil på twitter: vil åpne for oljeboring i Nord,Ap,neutral,not_allow_love,disagree,på twitter:,åpne for,ap
598,Sp-profil på twitter: vil åpne for oljeboring i Nord,Sp,neutral,not_allow_love,disagree,på twitter:,åpne for,sp
599,Mdg-profil på twitter: vil åpne for oljeboring i Nord,Mdg,neutral,not_allow_love,disagree,på twitter:,åpne for,mdg
600,Venstre-profil på twitter: vil åpne for oljeboring i Nord,Venstre,neutral,not_allow_love,disagree,på twitter:,åpne for,v
601,Krf-profil på twitter: vil åpne for oljeboring i Nord,Krf,neutral,not_allow_love,disagree,på twitter:,åpne for,krf
602,Høyre-profil på twitter: vil åpne for oljeboring i Nord,Høyre,neutral,not_allow_love,disagree,på twitter:,åpne for,h
603,Frp-profil på twitter: vil åpne for oljeboring i Nord,Frp,neutral,not_allow_love,disagree,på twitter:,åpne for,frp
604,Rødt-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Rødt,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,rodt
605,Sv-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Sv,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,sv
606,Ap-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Ap,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,ap
607,Sp-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Sp,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,sp
608,Mdg-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Mdg,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,mdg
609,Venstre-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Venstre,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,v
610,Krf-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Krf,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,krf
611,Høyre-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Høyre,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,h
612,Frp-profil blir latterligjort etter twittermelding – vil åpne for oljeboring i Nord,Frp,negative,not_allow_love,disagree,blir latterligjort etter twittermelding –,åpne for,frp
613,Rødt-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Rødt,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,rodt
614,Sv-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Sv,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,sv
615,Ap-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Ap,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,ap
616,Sp-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Sp,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,sp
617,Mdg-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Mdg,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,mdg
618,Venstre-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Venstre,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,v
