"rsp_id","rsp_age","rsp_allow_priv","rsp_education","rsp_eq_rights","rsp_gender","rsp_like_ap","rsp_like_frp","rsp_like_h","rsp_like_krf","rsp_like_mdg","rsp_like_rodt","rsp_like_sp","rsp_like_sv","rsp_like_v","rsp_lower_taxes","rsp_mobile","rsp_not_allow_love","rsp_political_interest","rsp_priv_better","rsp_reduce_ineq","rsp_ref_social_rights","rsp_rel_div_good","rsp_would_vote_party","rsp_polint","rsp_polside"
1006848,2,NA,3,NA,"Female",6,2,5,4,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006849,2,NA,3,NA,"Female",5,5,7,5,1,2,6,NA,4,NA,0,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006850,6,NA,1,NA,"Male",2,6,5,3,1,1,5,2,4,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006851,1,NA,1,NA,"Male",2,6,5,1,1,1,2,1,1,NA,1,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006852,3,NA,2,NA,"Male",4,4,5,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006853,4,NA,3,NA,"Male",6,2,2,5,5,3,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006854,4,NA,3,NA,"Female",6,1,3,5,4,4,3,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006855,5,NA,2,NA,"Male",NA,3,3,3,3,3,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006856,1,NA,NA,NA,"Female",1,6,6,NA,7,NA,NA,4,2,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006857,3,NA,2,NA,"Male",5,6,3,3,1,1,3,3,3,NA,NA,NA,5,NA,NA,NA,NA,1,"Interested in politics",NA
1006858,5,NA,2,NA,"Male",4,6,4,1,1,1,6,1,1,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1006859,3,NA,2,NA,"Male",3,2,3,3,4,4,4,4,5,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1006860,3,NA,3,NA,"Female",6,2,3,1,3,1,3,2,2,NA,NA,NA,1,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006861,4,NA,3,NA,"Male",2,7,5,2,3,1,2,1,3,NA,NA,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006862,3,NA,2,NA,"Female",4,1,3,3,3,3,3,3,3,NA,1,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1006863,4,NA,3,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,11,"Interested in politics",NA
1006864,2,NA,3,NA,"Female",4,5,6,4,5,5,3,3,4,NA,1,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1006865,3,NA,3,NA,"Female",6,2,6,4,5,3,4,4,6,NA,0,NA,2,NA,NA,NA,NA,4,"Not interested in politics",NA
1006866,2,NA,3,NA,"Male",2,5,7,1,5,1,2,1,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1006867,4,NA,3,NA,"Female",6,1,2,3,5,4,4,5,3,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006868,2,NA,3,NA,"Female",4,2,3,2,6,5,5,5,5,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1006869,1,NA,1,NA,"Male",3,7,6,3,4,2,2,2,5,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006870,3,NA,2,NA,"Female",4,5,5,2,6,4,3,3,4,NA,NA,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1006871,6,NA,2,NA,"Male",3,3,5,3,3,3,5,3,5,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006872,2,NA,2,NA,"Male",6,5,6,5,6,4,6,4,6,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006873,1,NA,1,NA,"Female",5,3,5,4,4,4,6,4,4,NA,1,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1006874,5,NA,2,NA,"Male",5,4,6,4,2,2,4,2,5,NA,NA,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006875,3,NA,2,NA,"Female",7,1,1,2,4,2,2,4,2,NA,0,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006876,6,NA,2,NA,"Female",4,5,6,3,2,2,4,3,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1006877,4,NA,3,NA,"Female",6,3,5,5,4,4,NA,4,4,NA,1,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006878,5,NA,1,NA,"Female",6,1,2,2,4,4,4,4,3,NA,1,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006879,4,NA,2,NA,"Male",3,5,3,3,1,3,3,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1006880,4,NA,3,NA,"Female",5,2,5,4,4,1,4,2,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006881,6,NA,3,NA,"Male",6,4,4,4,1,1,4,4,2,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006882,3,NA,3,NA,"Female",5,1,2,3,7,5,3,5,5,NA,NA,NA,3,NA,NA,NA,NA,7,"Not interested in politics",NA
1006883,4,NA,1,NA,"Male",6,2,2,5,5,4,5,2,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006884,5,NA,3,NA,"Male",5,1,2,2,2,4,6,4,2,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1006885,4,NA,2,NA,"Female",5,2,5,4,4,1,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006886,2,NA,2,NA,"Male",5,3,5,3,5,3,4,3,4,NA,NA,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006887,2,NA,3,NA,"Female",5,4,3,4,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006888,6,NA,3,NA,"Female",5,2,5,5,5,3,5,6,6,NA,0,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1006889,2,NA,NA,NA,"Male",5,5,5,5,5,5,5,5,5,NA,NA,NA,1,NA,NA,NA,NA,11,"Not interested in politics",NA
1006890,4,NA,3,NA,"Female",5,4,6,1,1,2,2,3,3,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006891,2,NA,2,NA,"Male",4,3,4,2,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006892,4,NA,2,NA,"Female",6,3,5,4,3,2,4,3,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006893,5,NA,1,NA,"Female",7,2,3,5,NA,4,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006894,5,NA,3,NA,"Male",3,2,3,3,5,6,4,5,5,NA,0,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1006895,1,NA,2,NA,"Male",7,5,7,4,5,3,6,3,5,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006896,3,NA,2,NA,"Male",6,6,4,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,11,"Interested in politics",NA
1006897,6,NA,2,NA,"Male",4,1,2,3,3,5,3,3,3,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006898,4,NA,2,NA,"Male",5,3,4,5,4,2,4,5,5,NA,NA,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006899,2,NA,3,NA,"Female",5,1,5,2,3,3,3,3,6,NA,0,NA,2,NA,NA,NA,NA,4,"Not interested in politics",NA
1006900,2,NA,3,NA,"Female",5,2,5,6,3,3,5,4,5,NA,0,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1006901,6,NA,1,NA,"Male",3,7,6,1,1,1,4,1,1,NA,NA,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006902,6,NA,3,NA,"Female",4,5,6,1,1,1,1,1,2,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1006903,7,NA,2,NA,"Male",6,5,3,4,2,1,5,3,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006904,2,NA,3,NA,"Female",4,4,4,4,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1006905,1,NA,2,NA,"Female",5,2,3,5,6,5,4,4,6,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1006906,6,NA,3,NA,"Male",5,6,5,3,1,1,2,1,2,NA,0,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006907,4,NA,2,NA,"Male",5,3,6,5,5,2,3,2,4,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1006908,1,NA,NA,NA,"Male",4,4,4,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1006909,2,NA,3,NA,"Male",6,1,3,2,2,3,7,3,4,NA,1,NA,2,NA,NA,NA,NA,6,"Not interested in politics",NA
1006910,5,NA,NA,NA,"Male",4,5,5,3,3,2,4,2,4,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006911,3,NA,3,NA,"Female",6,3,3,5,4,5,4,6,5,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006912,4,NA,3,NA,"Female",3,1,1,3,5,5,4,3,3,NA,NA,NA,5,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1006913,3,NA,3,NA,"Female",3,2,5,7,6,3,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,1,"Not interested in politics",NA
1006914,5,NA,2,NA,"Male",3,3,6,1,2,1,2,1,3,NA,NA,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006915,3,NA,2,NA,"Female",5,1,5,5,7,5,5,5,5,NA,1,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1006916,5,NA,2,NA,"Male",2,5,6,4,1,1,2,1,2,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006917,1,NA,2,NA,"Male",6,2,4,4,5,3,4,5,6,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1006918,5,NA,3,NA,"Female",7,1,2,1,5,6,2,6,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006919,3,NA,3,NA,"Male",5,3,4,2,3,2,4,3,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006920,3,NA,2,NA,"Female",5,4,5,7,4,3,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1006921,5,NA,3,NA,"Male",5,3,5,4,5,2,4,2,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006922,6,NA,3,NA,"Male",3,5,5,4,3,1,2,3,3,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006923,7,NA,1,NA,"Male",NA,1,1,1,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006924,2,NA,3,NA,"Female",5,1,3,2,5,6,4,6,5,NA,1,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1006925,2,NA,2,NA,"Male",6,5,2,4,3,1,6,3,5,NA,NA,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1006926,1,NA,3,NA,"Female",4,1,3,3,6,6,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,11,"Not interested in politics",NA
1006927,2,NA,3,NA,"Female",5,5,3,2,3,5,4,5,4,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006928,6,NA,1,NA,"Male",6,3,4,3,3,1,2,1,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006929,6,NA,1,NA,"Male",4,5,4,4,1,3,4,3,3,NA,1,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006930,1,NA,2,NA,"Male",5,1,5,1,3,5,1,5,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006931,4,NA,3,NA,"Female",3,6,6,4,2,1,5,2,3,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1006932,1,NA,2,NA,"Male",5,7,6,5,2,1,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006933,6,NA,2,NA,"Male",6,1,3,3,1,3,3,2,3,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006934,7,NA,3,NA,"Male",6,1,2,4,4,4,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006935,2,NA,3,NA,"Female",3,1,3,3,7,5,3,3,5,NA,1,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1006936,3,NA,3,NA,"Male",5,2,4,3,5,3,3,3,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006937,1,NA,1,NA,"Female",6,4,5,5,4,4,4,3,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006938,4,NA,2,NA,"Male",6,5,6,5,3,2,5,3,3,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006939,5,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006940,1,NA,1,NA,"Male",2,4,4,1,3,1,3,4,7,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1006941,5,NA,1,NA,"Female",5,3,3,4,2,3,2,6,2,NA,NA,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1006942,3,NA,3,NA,"Female",6,4,5,4,5,4,5,4,4,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006943,4,NA,3,NA,"Male",5,2,3,4,4,3,4,5,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006944,3,NA,3,NA,"Male",7,4,5,1,1,1,3,3,4,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006945,3,NA,3,NA,"Female",5,5,5,5,5,5,5,5,6,NA,1,NA,2,NA,NA,NA,NA,4,"Not interested in politics",NA
1006946,1,NA,2,NA,"Female",3,3,3,3,3,3,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006947,5,NA,2,NA,"Male",6,4,3,5,3,1,5,2,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006948,2,NA,2,NA,"Female",6,2,2,4,6,4,4,6,6,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006949,3,NA,2,NA,"Male",3,1,2,3,3,5,3,6,2,NA,NA,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1006950,4,NA,2,NA,"Male",6,1,5,4,1,1,4,1,3,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006951,6,NA,1,NA,"Male",3,6,7,2,1,1,2,1,2,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1006952,3,NA,3,NA,"Female",6,1,2,3,6,5,4,5,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006953,5,NA,3,NA,"Male",2,6,5,1,1,1,1,1,5,NA,1,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006954,3,NA,3,NA,"Male",7,1,1,3,5,7,4,5,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006955,5,NA,1,NA,"Female",4,6,6,3,3,2,2,2,2,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006956,4,NA,2,NA,"Male",2,4,NA,5,3,NA,4,3,5,NA,0,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006957,5,NA,1,NA,"Female",3,7,7,3,3,3,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006958,5,NA,2,NA,"Female",4,3,4,3,4,5,6,5,4,NA,NA,NA,2,NA,NA,NA,NA,6,"Not interested in politics",NA
1006959,3,NA,2,NA,"Female",5,7,7,6,2,2,5,4,4,NA,1,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006960,4,NA,NA,NA,"Female",5,1,4,3,3,3,4,5,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006961,1,NA,3,NA,"Male",4,4,5,7,4,4,5,1,7,NA,NA,NA,1,NA,NA,NA,NA,4,"Not interested in politics",NA
1006962,6,NA,2,NA,"Female",6,2,5,4,5,3,4,5,5,NA,1,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006963,2,NA,3,NA,"Male",6,3,6,4,5,3,3,3,6,NA,NA,NA,5,NA,NA,NA,NA,4,"Interested in politics",NA
1006964,2,NA,3,NA,"Male",6,1,3,3,2,3,4,2,3,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006965,5,NA,3,NA,"Female",5,2,5,6,4,2,4,5,4,NA,NA,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1006966,4,NA,3,NA,"Male",NA,1,1,1,NA,NA,NA,1,1,NA,0,NA,5,NA,NA,NA,NA,12,"Interested in politics",NA
1006967,5,NA,2,NA,"Male",1,6,7,5,2,1,5,1,5,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006968,5,NA,3,NA,"Female",4,1,3,3,4,1,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1006969,4,NA,2,NA,"Male",6,2,3,4,2,2,4,4,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006970,4,NA,3,NA,"Female",5,3,3,2,1,1,1,1,3,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006971,3,NA,3,NA,"Male",6,1,3,5,6,3,6,5,5,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006972,3,NA,2,NA,"Female",3,5,NA,5,3,2,5,3,5,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006973,5,NA,NA,NA,"Female",4,6,6,5,4,3,3,4,4,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1006974,5,NA,1,NA,"Female",5,2,3,3,3,4,3,4,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006975,1,NA,1,NA,"Male",4,4,3,2,1,4,4,4,4,NA,1,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1006976,4,NA,3,NA,"Female",6,1,2,2,6,6,6,7,4,NA,NA,NA,5,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1006977,5,NA,NA,NA,"Female",6,1,3,5,6,3,4,4,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006978,5,NA,2,NA,"Male",6,3,4,4,3,3,4,4,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006979,5,NA,3,NA,"Male",2,6,6,2,1,1,1,1,2,NA,0,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006980,5,NA,3,NA,"Male",2,1,1,1,7,5,1,6,1,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1006981,2,NA,2,NA,"Male",5,NA,1,4,5,4,4,7,1,NA,NA,NA,5,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1006982,2,NA,3,NA,"Male",3,2,5,1,2,3,2,3,4,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006983,2,NA,2,NA,"Male",4,3,1,7,1,3,5,1,2,NA,1,NA,2,NA,NA,NA,NA,1,"Not interested in politics",NA
1006984,1,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006985,7,NA,2,NA,"Female",4,5,5,4,5,4,4,4,4,NA,0,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006986,2,NA,3,NA,"Female",6,2,4,5,5,4,5,6,6,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006987,7,NA,2,NA,"Female",6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006988,6,NA,1,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006989,3,NA,3,NA,"Female",6,1,6,5,3,3,3,5,5,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006990,6,NA,NA,NA,"Female",5,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1006991,3,NA,2,NA,"Male",6,2,3,6,3,2,5,4,5,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1006992,4,NA,3,NA,"Male",3,3,3,3,3,3,3,3,3,NA,0,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1006993,7,NA,1,NA,"Female",4,6,5,4,5,1,4,1,4,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1006994,3,NA,1,NA,"Male",7,6,5,4,5,4,4,4,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1006995,6,NA,1,NA,"Male",3,5,4,3,3,2,3,3,4,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1006996,4,NA,3,NA,"Male",4,3,5,2,4,5,5,3,5,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1006997,4,NA,NA,NA,"Female",5,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,11,"Not interested in politics",NA
1006998,3,NA,3,NA,"Male",5,2,2,2,6,2,5,2,2,NA,NA,NA,3,NA,NA,NA,NA,11,"Not interested in politics",NA
1006999,7,NA,3,NA,"Male",6,2,5,4,6,2,4,3,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007000,3,NA,3,NA,"Female",5,4,2,3,4,2,4,6,4,NA,NA,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1007001,6,NA,2,NA,"Female",6,5,6,5,3,4,5,4,4,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007002,4,NA,3,NA,"Female",4,6,6,4,4,4,3,2,2,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007003,6,NA,3,NA,"Female",5,2,4,5,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007004,5,NA,3,NA,"Female",5,1,2,2,6,3,4,5,3,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007005,7,NA,2,NA,"Male",4,4,4,4,2,2,3,2,3,NA,0,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1007006,7,NA,2,NA,"Female",4,5,6,5,4,2,3,2,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007007,4,NA,3,NA,"Female",3,2,3,4,5,1,6,3,6,NA,NA,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1007008,6,NA,3,NA,"Female",4,3,5,5,3,3,3,3,4,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007009,3,NA,2,NA,"Male",6,6,3,1,3,2,4,2,1,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007010,7,NA,3,NA,"Male",5,5,5,4,3,3,5,3,3,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1007011,3,NA,2,NA,"Male",6,3,4,4,3,3,6,3,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007012,6,NA,1,NA,"Male",3,7,6,1,1,3,5,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007013,6,NA,NA,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007014,3,NA,3,NA,"Female",6,1,1,5,6,6,6,5,4,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007015,2,NA,NA,NA,"Male",5,5,4,4,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007016,5,NA,3,NA,"Male",6,1,1,2,5,6,2,2,2,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007017,1,NA,NA,NA,"Female",6,1,3,2,6,5,4,6,5,NA,0,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1007018,3,NA,3,NA,"Female",6,4,5,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007019,3,NA,3,NA,"Female",5,1,2,5,4,1,4,4,2,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007020,3,NA,3,NA,"Male",6,4,5,4,5,5,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007021,3,NA,2,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1007022,6,NA,NA,NA,"Male",1,4,5,3,1,1,2,1,3,NA,NA,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1007023,6,NA,3,NA,"Female",6,4,7,6,4,2,6,3,5,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007024,3,NA,2,NA,"Male",7,1,1,1,1,1,1,1,1,NA,1,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
